level,size,open_cells,optimal_moves,solution_index,source,covers_all,starts_top_left,legal_path,is_optimal,path_json,moves
bonus1,10,84,86,586,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":2,""y"":1},{""x"":1,""y"":1},{""x"":1,""y"":2},{""x"":0,""y"":2},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":2,""y"":4},{""x"":1,""y"":4},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":8},{""x"":2,""y"":8},{""x"":1,""y"":8},{""x"":0,""y"":8},{""x"":0,""y"":9},{""x"":1,""y"":9},{""x"":2,""y"":9},{""x"":3,""y"":9},{""x"":4,""y"":9},{""x"":5,""y"":9},{""x"":6,""y"":9},{""x"":6,""y"":8},{""x"":5,""y"":8},{""x"":5,""y"":7},{""x"":4,""y"":7},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":5},{""x"":4,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":6},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":8,""y"":7},{""x"":8,""y"":6},{""x"":8,""y"":7},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":9,""y"":8},{""x"":9,""y"":7},{""x"":9,""y"":6},{""x"":9,""y"":5},{""x"":8,""y"":5},{""x"":7,""y"":5},{""x"":7,""y"":4},{""x"":8,""y"":4},{""x"":9,""y"":4},{""x"":9,""y"":3},{""x"":9,""y"":2},{""x"":9,""y"":1},{""x"":9,""y"":0},{""x"":8,""y"":0},{""x"":7,""y"":0},{""x"":6,""y"":0},{""x"":7,""y"":0},{""x"":7,""y"":1},{""x"":8,""y"":1},{""x"":8,""y"":2},{""x"":7,""y"":2},{""x"":6,""y"":2},{""x"":6,""y"":3},{""x"":6,""y"":4},{""x"":5,""y"":4},{""x"":5,""y"":3},{""x"":4,""y"":3},{""x"":4,""y"":2},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":5,""y"":0},{""x"":4,""y"":0},{""x"":3,""y"":0},{""x"":3,""y"":1}]",rrdldldrrrdllldddrurdrdllldrrrrrrulululurrdrdrruddduruuullurruuuulllrdrdllddluluruulld
bonus1,10,84,86,587,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":3,""y"":0},{""x"":3,""y"":1},{""x"":2,""y"":1},{""x"":1,""y"":1},{""x"":1,""y"":2},{""x"":0,""y"":2},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":2,""y"":4},{""x"":1,""y"":4},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":0,""y"":8},{""x"":0,""y"":9},{""x"":1,""y"":9},{""x"":1,""y"":8},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":8},{""x"":2,""y"":8},{""x"":2,""y"":9},{""x"":3,""y"":9},{""x"":4,""y"":9},{""x"":5,""y"":9},{""x"":6,""y"":9},{""x"":6,""y"":8},{""x"":5,""y"":8},{""x"":5,""y"":7},{""x"":4,""y"":7},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":5},{""x"":4,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":6},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":8,""y"":7},{""x"":9,""y"":7},{""x"":9,""y"":8},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":8,""y"":7},{""x"":8,""y"":6},{""x"":9,""y"":6},{""x"":9,""y"":5},{""x"":8,""y"":5},{""x"":7,""y"":5},{""x"":7,""y"":4},{""x"":8,""y"":4},{""x"":9,""y"":4},{""x"":9,""y"":3},{""x"":9,""y"":2},{""x"":9,""y"":1},{""x"":9,""y"":0},{""x"":8,""y"":0},{""x"":8,""y"":1},{""x"":8,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":1},{""x"":7,""y"":0},{""x"":6,""y"":0},{""x"":5,""y"":0},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":6,""y"":2},{""x"":6,""y"":3},{""x"":6,""y"":4},{""x"":5,""y"":4},{""x"":5,""y"":3},{""x"":4,""y"":3},{""x"":4,""y"":2}]",rrrrldlldldrrrdllldddddruuurdrdldrrrrulululurrdrdrrrdlduuurullurruuuulddluullddrddlulu
bonus1,10,84,86,588,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":3,""y"":1},{""x"":2,""y"":1},{""x"":1,""y"":1},{""x"":1,""y"":2},{""x"":0,""y"":2},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":2,""y"":4},{""x"":1,""y"":4},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":0,""y"":8},{""x"":0,""y"":9},{""x"":1,""y"":9},{""x"":2,""y"":9},{""x"":2,""y"":8},{""x"":1,""y"":8},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":8},{""x"":3,""y"":9},{""x"":4,""y"":9},{""x"":5,""y"":9},{""x"":6,""y"":9},{""x"":6,""y"":8},{""x"":5,""y"":8},{""x"":5,""y"":7},{""x"":4,""y"":7},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":5},{""x"":4,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":6},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":8,""y"":7},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":9,""y"":8},{""x"":9,""y"":7},{""x"":9,""y"":6},{""x"":8,""y"":6},{""x"":8,""y"":5},{""x"":9,""y"":5},{""x"":8,""y"":5},{""x"":7,""y"":5},{""x"":7,""y"":4},{""x"":8,""y"":4},{""x"":9,""y"":4},{""x"":9,""y"":3},{""x"":9,""y"":2},{""x"":8,""y"":2},{""x"":8,""y"":1},{""x"":9,""y"":1},{""x"":9,""y"":0},{""x"":8,""y"":0},{""x"":7,""y"":0},{""x"":6,""y"":0},{""x"":5,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":1}]",rrrdlldldrrrdllldddddrruluurdrddrrrulululurrdrdrrdduruulurllurruulurulllllrddldrdruuru
bonus1,10,84,86,589,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":2,""y"":1},{""x"":3,""y"":1},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":1},{""x"":7,""y"":0},{""x"":6,""y"":0},{""x"":7,""y"":0},{""x"":8,""y"":0},{""x"":9,""y"":0},{""x"":9,""y"":1},{""x"":8,""y"":1},{""x"":8,""y"":2},{""x"":9,""y"":2},{""x"":9,""y"":3},{""x"":9,""y"":4},{""x"":8,""y"":4},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":8,""y"":5},{""x"":9,""y"":5},{""x"":9,""y"":6},{""x"":8,""y"":6},{""x"":8,""y"":7},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":9,""y"":8},{""x"":9,""y"":7},{""x"":8,""y"":7},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":5,""y"":6},{""x"":5,""y"":5},{""x"":4,""y"":5},{""x"":3,""y"":5},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":4,""y"":7},{""x"":5,""y"":7},{""x"":5,""y"":8},{""x"":6,""y"":8},{""x"":6,""y"":9},{""x"":5,""y"":9},{""x"":4,""y"":9},{""x"":3,""y"":9},{""x"":2,""y"":9},{""x"":1,""y"":9},{""x"":0,""y"":9},{""x"":0,""y"":8},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":8},{""x"":2,""y"":8},{""x"":3,""y"":8},{""x"":3,""y"":7},{""x"":2,""y"":7},{""x"":2,""y"":6},{""x"":1,""y"":6},{""x"":0,""y"":6},{""x"":0,""y"":5},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":2,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":2},{""x"":1,""y"":2},{""x"":1,""y"":1}]",rrdrurrddldrdruuruulrrrdldrddlldrrdldddurulllululldrdrdrdlllllluurdrrululluurrrullluru
bonus1,10,84,86,590,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":3,""y"":0},{""x"":3,""y"":1},{""x"":2,""y"":1},{""x"":1,""y"":1},{""x"":1,""y"":2},{""x"":0,""y"":2},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":2,""y"":4},{""x"":1,""y"":4},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":0,""y"":8},{""x"":0,""y"":9},{""x"":1,""y"":9},{""x"":1,""y"":8},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":8},{""x"":2,""y"":8},{""x"":2,""y"":9},{""x"":3,""y"":9},{""x"":4,""y"":9},{""x"":5,""y"":9},{""x"":6,""y"":9},{""x"":6,""y"":8},{""x"":5,""y"":8},{""x"":5,""y"":7},{""x"":4,""y"":7},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":5},{""x"":4,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":6},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":8,""y"":7},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":9,""y"":8},{""x"":9,""y"":7},{""x"":9,""y"":6},{""x"":8,""y"":6},{""x"":8,""y"":5},{""x"":7,""y"":5},{""x"":7,""y"":4},{""x"":8,""y"":4},{""x"":8,""y"":5},{""x"":9,""y"":5},{""x"":9,""y"":4},{""x"":9,""y"":3},{""x"":9,""y"":2},{""x"":8,""y"":2},{""x"":8,""y"":1},{""x"":9,""y"":1},{""x"":9,""y"":0},{""x"":8,""y"":0},{""x"":7,""y"":0},{""x"":7,""y"":1},{""x"":7,""y"":2},{""x"":6,""y"":2},{""x"":6,""y"":3},{""x"":6,""y"":4},{""x"":5,""y"":4},{""x"":5,""y"":3},{""x"":4,""y"":3},{""x"":4,""y"":2},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":5,""y"":0},{""x"":6,""y"":0}]",rrrrldlldldrrrdllldddddruuurdrdldrrrrulululurrdrdrrdduruululurdruuulurullddlddluluruur
bonus1,10,84,86,591,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":8,""y"":2},{""x"":8,""y"":1},{""x"":7,""y"":1},{""x"":7,""y"":0},{""x"":6,""y"":0},{""x"":7,""y"":0},{""x"":8,""y"":0},{""x"":9,""y"":0},{""x"":9,""y"":1},{""x"":9,""y"":2},{""x"":9,""y"":3},{""x"":9,""y"":4},{""x"":9,""y"":5},{""x"":8,""y"":5},{""x"":8,""y"":4},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":8,""y"":5},{""x"":8,""y"":6},{""x"":9,""y"":6},{""x"":9,""y"":7},{""x"":9,""y"":8},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":8,""y"":7},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":5,""y"":6},{""x"":5,""y"":5},{""x"":4,""y"":5},{""x"":3,""y"":5},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":4,""y"":7},{""x"":5,""y"":7},{""x"":5,""y"":8},{""x"":6,""y"":8},{""x"":6,""y"":9},{""x"":5,""y"":9},{""x"":4,""y"":9},{""x"":3,""y"":9},{""x"":3,""y"":8},{""x"":3,""y"":7},{""x"":2,""y"":7},{""x"":2,""y"":6},{""x"":1,""y"":6},{""x"":1,""y"":7},{""x"":1,""y"":8},{""x"":2,""y"":8},{""x"":2,""y"":9},{""x"":1,""y"":9},{""x"":0,""y"":9},{""x"":0,""y"":8},{""x"":0,""y"":7},{""x"":0,""y"":6},{""x"":0,""y"":5},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":2,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":2},{""x"":1,""y"":2},{""x"":1,""y"":1},{""x"":2,""y"":1},{""x"":3,""y"":1}]",rrrrrddldrdruurrululrrrdddddluldrdrddlduullululldrdrdrdllluululddrdlluuuuurrrulllururr
bonus1,10,84,86,592,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":3,""y"":1},{""x"":2,""y"":1},{""x"":1,""y"":1},{""x"":1,""y"":2},{""x"":0,""y"":2},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":2,""y"":4},{""x"":1,""y"":4},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":8},{""x"":2,""y"":8},{""x"":1,""y"":8},{""x"":0,""y"":8},{""x"":0,""y"":9},{""x"":1,""y"":9},{""x"":2,""y"":9},{""x"":3,""y"":9},{""x"":4,""y"":9},{""x"":5,""y"":9},{""x"":6,""y"":9},{""x"":6,""y"":8},{""x"":5,""y"":8},{""x"":5,""y"":7},{""x"":4,""y"":7},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":5},{""x"":4,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":6},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":8,""y"":7},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":9,""y"":8},{""x"":9,""y"":7},{""x"":9,""y"":6},{""x"":9,""y"":5},{""x"":8,""y"":5},{""x"":8,""y"":6},{""x"":8,""y"":5},{""x"":7,""y"":5},{""x"":7,""y"":4},{""x"":8,""y"":4},{""x"":9,""y"":4},{""x"":9,""y"":3},{""x"":9,""y"":2},{""x"":9,""y"":1},{""x"":9,""y"":0},{""x"":8,""y"":0},{""x"":8,""y"":1},{""x"":8,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":1},{""x"":7,""y"":0},{""x"":6,""y"":0},{""x"":5,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":6,""y"":2}]",rrrdlldldrrrdllldddrurdrdllldrrrrrrulululurrdrdrrdduruuuldulurruuuulddluulllrddldrdruu
bonus1,10,84,86,593,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":2,""y"":1},{""x"":1,""y"":1},{""x"":1,""y"":2},{""x"":0,""y"":2},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":2,""y"":4},{""x"":1,""y"":4},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":0,""y"":7},{""x"":0,""y"":8},{""x"":0,""y"":9},{""x"":1,""y"":9},{""x"":2,""y"":9},{""x"":2,""y"":8},{""x"":1,""y"":8},{""x"":1,""y"":7},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":8},{""x"":3,""y"":9},{""x"":4,""y"":9},{""x"":5,""y"":9},{""x"":6,""y"":9},{""x"":6,""y"":8},{""x"":5,""y"":8},{""x"":5,""y"":7},{""x"":4,""y"":7},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":5},{""x"":4,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":6},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":8,""y"":7},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":9,""y"":8},{""x"":9,""y"":7},{""x"":9,""y"":6},{""x"":8,""y"":6},{""x"":8,""y"":5},{""x"":7,""y"":5},{""x"":7,""y"":4},{""x"":8,""y"":4},{""x"":8,""y"":5},{""x"":9,""y"":5},{""x"":9,""y"":4},{""x"":9,""y"":3},{""x"":9,""y"":2},{""x"":8,""y"":2},{""x"":8,""y"":1},{""x"":9,""y"":1},{""x"":9,""y"":0},{""x"":8,""y"":0},{""x"":7,""y"":0},{""x"":7,""y"":1},{""x"":7,""y"":2},{""x"":6,""y"":2},{""x"":6,""y"":3},{""x"":6,""y"":4},{""x"":5,""y"":4},{""x"":5,""y"":3},{""x"":4,""y"":3},{""x"":4,""y"":2},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":5,""y"":0},{""x"":4,""y"":0},{""x"":3,""y"":0},{""x"":3,""y"":1}]",rrdldldrrrdllldddddrruluurdrddrrrulululurrdrdrrdduruululurdruuulurullddlddluluruurllld
bonus1,10,84,86,594,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":5,""y"":0},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":7,""y"":1},{""x"":7,""y"":0},{""x"":8,""y"":0},{""x"":9,""y"":0},{""x"":9,""y"":1},{""x"":8,""y"":1},{""x"":8,""y"":2},{""x"":9,""y"":2},{""x"":9,""y"":3},{""x"":9,""y"":4},{""x"":8,""y"":4},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":8,""y"":5},{""x"":9,""y"":5},{""x"":9,""y"":6},{""x"":9,""y"":7},{""x"":9,""y"":8},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":8,""y"":7},{""x"":8,""y"":6},{""x"":8,""y"":7},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":5,""y"":6},{""x"":5,""y"":5},{""x"":4,""y"":5},{""x"":3,""y"":5},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":4,""y"":7},{""x"":5,""y"":7},{""x"":5,""y"":8},{""x"":6,""y"":8},{""x"":6,""y"":9},{""x"":5,""y"":9},{""x"":4,""y"":9},{""x"":3,""y"":9},{""x"":2,""y"":9},{""x"":1,""y"":9},{""x"":0,""y"":9},{""x"":0,""y"":8},{""x"":1,""y"":8},{""x"":2,""y"":8},{""x"":3,""y"":8},{""x"":3,""y"":7},{""x"":2,""y"":7},{""x"":2,""y"":6},{""x"":1,""y"":6},{""x"":1,""y"":7},{""x"":0,""y"":7},{""x"":0,""y"":6},{""x"":0,""y"":5},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":2,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":2},{""x"":1,""y"":2},{""x"":1,""y"":1},{""x"":2,""y"":1},{""x"":3,""y"":1}]",rrrrrrlddldrdruuruurrdldrddlldrrdddlduuudllululldrdrdrdllllllurrrululdluuurrrulllururr
bonus1,10,84,86,595,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":2,""y"":1},{""x"":1,""y"":1},{""x"":1,""y"":2},{""x"":0,""y"":2},{""x"":0,""y"":3},{""x"":1,""y"":3},{""x"":2,""y"":3},{""x"":3,""y"":3},{""x"":3,""y"":4},{""x"":2,""y"":4},{""x"":1,""y"":4},{""x"":0,""y"":4},{""x"":0,""y"":5},{""x"":0,""y"":6},{""x"":1,""y"":6},{""x"":2,""y"":6},{""x"":2,""y"":7},{""x"":3,""y"":7},{""x"":3,""y"":8},{""x"":2,""y"":8},{""x"":1,""y"":8},{""x"":1,""y"":7},{""x"":0,""y"":7},{""x"":0,""y"":8},{""x"":0,""y"":9},{""x"":1,""y"":9},{""x"":2,""y"":9},{""x"":3,""y"":9},{""x"":4,""y"":9},{""x"":5,""y"":9},{""x"":6,""y"":9},{""x"":6,""y"":8},{""x"":5,""y"":8},{""x"":5,""y"":7},{""x"":4,""y"":7},{""x"":4,""y"":6},{""x"":3,""y"":6},{""x"":3,""y"":5},{""x"":4,""y"":5},{""x"":5,""y"":5},{""x"":5,""y"":6},{""x"":6,""y"":6},{""x"":6,""y"":7},{""x"":7,""y"":7},{""x"":8,""y"":7},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":9,""y"":8},{""x"":9,""y"":7},{""x"":9,""y"":6},{""x"":8,""y"":6},{""x"":8,""y"":5},{""x"":8,""y"":4},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":8,""y"":5},{""x"":9,""y"":5},{""x"":9,""y"":4},{""x"":9,""y"":3},{""x"":9,""y"":2},{""x"":8,""y"":2},{""x"":8,""y"":1},{""x"":9,""y"":1},{""x"":9,""y"":0},{""x"":8,""y"":0},{""x"":7,""y"":0},{""x"":6,""y"":0},{""x"":7,""y"":0},{""x"":7,""y"":1},{""x"":7,""y"":2},{""x"":6,""y"":2},{""x"":6,""y"":3},{""x"":6,""y"":4},{""x"":5,""y"":4},{""x"":5,""y"":3},{""x"":4,""y"":3},{""x"":4,""y"":2},{""x"":5,""y"":2},{""x"":5,""y"":1},{""x"":5,""y"":0},{""x"":4,""y"":0},{""x"":3,""y"":0},{""x"":3,""y"":1}]",rrdldldrrrdlllddrrdrdllulddrrrrrrulululurrdrdrrdduruuluuldrruuulurulllrddlddluluruulld
bonus1,10,84,86,596,seed,True,True,True,True,"[{""x"":0,""y"":0},{""x"":1,""y"":0},{""x"":2,""y"":0},{""x"":3,""y"":0},{""x"":4,""y"":0},{""x"":5,""y"":0},{""x"":6,""y"":0},{""x"":5,""y"":0},{""x"":5,""y"":1},{""x"":5,""y"":2},{""x"":4,""y"":2},{""x"":4,""y"":3},{""x"":5,""y"":3},{""x"":5,""y"":4},{""x"":6,""y"":4},{""x"":6,""y"":3},{""x"":6,""y"":2},{""x"":7,""y"":2},{""x"":8,""y"":2},{""x"":8,""y"":1},{""x"":7,""y"":1},{""x"":7,""y"":0},{""x"":8,""y"":0},{""x"":9,""y"":0},{""x"":9,""y"":1},{""x"":9,""y"":2},{""x"":9,""y"":3},{""x"":9,""y"":4},{""x"":9,""y"":5},{""x"":8,""y"":5},{""x"":8,""y"":4},{""x"":7,""y"":4},{""x"":7,""y"":5},{""x"":8,""y"":5},{""x"":8,""y"":6},{""x"":9,""y"":6},{""x"":9,""y"":7},{""x"":9,""y"":8},{""x"":8,""y"":8},{""x"":8,""y"":9},{""x"":8,""y"":8},{""x"":8,""y"":7},{""x"":7,""y"":7},{""x"":6,""y"":7},{""x"":6,""y"":6},{""x"":5,""y"":6},{""x"":5,""y"":5},{""x"":4,""y"":5},{""x"":3,""y"":5},{""x"":3,""y"":6},{""x"":4,""y"":6},{""x"":4,""y"":7},{""x"":5,""y"":7},{""x"":5,""y"":8},{""x"":6,""y"":8},{""x"":6,""y"":9},{""x"":5,""y"":9},{""x"":4,""y"":9},{""x"":3,""y"":9},{""x"":2,""y"":9},{""x"":1,""y"":9},{""x"":0,""y"":9},{""x"":0,""y"":8},{""x"":1,""y"":8},{""x"":2,""y"":8},{""x"":3,""y"":8},{""x"":3,""y"":7},{""x"":2,""y"":7},{""x"":2,""y"":6},{""x"":1,""y"":6},{""x"":1,""y"":7},{""x"":0,""y"":7},{""x"":0,""y"":6},{""x"":0,""y"":5},{""x"":0,""y"":4},{""x"":1,""y"":4},{""x"":2,""y"":4},{""x"":3,""y"":4},{""x"":3,""y"":3},{""x"":2,""y"":3},{""x"":1,""y"":3},{""x"":0,""y"":3},{""x"":0,""y"":2},{""x"":1,""y"":2},{""x"":1,""y"":1},{""x"":2,""y"":1},{""x"":3,""y"":1}]",rrrrrrlddldrdruurrulurrdddddluldrdrddlduullululldrdrdrdllllllurrrululdluuurrrulllururr
