level,x,y,grid_w,grid_h,visits,traces_touching,trace_share,mean_step_frac,pauses,pauses_per_trace,pause_rate,mean_pause_ms,cohort
bonus2,9,1,12,12,335,328,1.0,0.8863,32,0.0976,0.0955,1834.5,top_solver
bonus2,9,2,12,12,329,328,1.0,0.8204,34,0.1037,0.1033,1586.4,top_solver
bonus2,9,5,12,12,339,328,1.0,0.6231,84,0.2561,0.2478,7344.4,top_solver
bonus2,9,6,12,12,331,328,1.0,0.6068,20,0.061,0.0604,1669.7,top_solver
bonus2,9,7,12,12,330,328,1.0,0.5751,19,0.0579,0.0576,2091.5,top_solver
bonus2,9,8,12,12,329,328,1.0,0.509,27,0.0823,0.0821,2471.0,top_solver
bonus2,9,9,12,12,329,328,1.0,0.4642,15,0.0457,0.0456,3749.8,top_solver
bonus2,9,10,12,12,328,328,1.0,0.4318,9,0.0274,0.0274,2220.2,top_solver
bonus2,9,11,12,12,329,328,1.0,0.385,15,0.0457,0.0456,2451.5,top_solver
bonus2,10,0,12,12,343,328,1.0,0.8788,23,0.0701,0.0671,1571.4,top_solver
bonus2,10,1,12,12,331,328,1.0,0.8819,19,0.0579,0.0574,2374.6,top_solver
bonus2,10,2,12,12,332,328,1.0,0.8288,10,0.0305,0.0301,1340.9,top_solver
bonus2,10,3,12,12,328,328,1.0,0.8369,14,0.0427,0.0427,1325.1,top_solver
bonus2,10,5,12,12,342,328,1.0,0.5857,28,0.0854,0.0819,2691.2,top_solver
bonus2,10,6,12,12,331,328,1.0,0.5857,19,0.0579,0.0574,2097.1,top_solver
bonus2,10,7,12,12,331,328,1.0,0.5659,16,0.0488,0.0483,2056.6,top_solver
bonus2,10,8,12,12,328,328,1.0,0.4998,11,0.0335,0.0335,1882.9,top_solver
bonus2,10,9,12,12,329,328,1.0,0.4697,7,0.0213,0.0213,2070.3,top_solver
bonus2,10,10,12,12,328,328,1.0,0.434,7,0.0213,0.0213,3861.6,top_solver
bonus2,10,11,12,12,329,328,1.0,0.4027,13,0.0396,0.0395,1515.8,top_solver
bonus2,11,0,12,12,328,328,1.0,0.8711,27,0.0823,0.0823,3070.1,top_solver
bonus2,11,1,12,12,330,328,1.0,0.8607,51,0.1555,0.1545,2447.0,top_solver
bonus2,11,2,12,12,328,328,1.0,0.8526,59,0.1799,0.1799,3658.6,top_solver
bonus2,11,3,12,12,328,328,1.0,0.8447,16,0.0488,0.0488,1414.6,top_solver
bonus2,11,5,12,12,328,328,1.0,0.5788,37,0.1128,0.1128,2777.9,top_solver
bonus2,11,6,12,12,330,328,1.0,0.567,37,0.1128,0.1121,1694.4,top_solver
bonus2,11,7,12,12,328,328,1.0,0.5524,50,0.1524,0.1524,4792.5,top_solver
bonus2,11,8,12,12,328,328,1.0,0.4797,65,0.1982,0.1982,8511.1,top_solver
bonus2,11,9,12,12,329,328,1.0,0.4677,46,0.1402,0.1398,4405.7,top_solver
bonus2,11,10,12,12,330,328,1.0,0.4189,22,0.0671,0.0667,4381.8,top_solver
bonus2,11,11,12,12,329,328,1.0,0.4109,38,0.1159,0.1155,2713.8,top_solver
bonus3,0,0,14,14,328,328,1.0,0.0,314,0.9573,0.9573,1181038.0,top_solver
bonus3,0,2,14,14,328,328,1.0,0.4064,86,0.2622,0.2622,3979.0,top_solver
bonus3,0,3,14,14,337,328,1.0,0.4121,58,0.1768,0.1721,3285.9,top_solver
bonus3,0,4,14,14,328,328,1.0,0.5047,54,0.1646,0.1646,31830.6,top_solver
bonus3,0,5,14,14,333,328,1.0,0.5194,50,0.1524,0.1502,4141.6,top_solver
bonus3,0,6,14,14,330,328,1.0,0.5917,36,0.1098,0.1091,5022.2,top_solver
bonus3,0,7,14,14,339,328,1.0,0.6264,39,0.1189,0.115,5885.1,top_solver
bonus3,0,8,14,14,332,328,1.0,0.673,47,0.1433,0.1416,6958.3,top_solver
bonus3,0,9,14,14,350,328,1.0,0.6953,46,0.1402,0.1314,3751.3,top_solver
bonus3,0,10,14,14,337,328,1.0,0.7795,57,0.1738,0.1691,2488.8,top_solver
bonus3,0,11,14,14,546,328,1.0,0.8255,40,0.122,0.0733,5544.6,top_solver
bonus3,0,12,14,14,419,328,1.0,0.8413,10,0.0305,0.0239,2925.0,top_solver
bonus3,0,13,14,14,419,328,1.0,0.8467,20,0.061,0.0477,1477.8,top_solver
bonus3,1,0,14,14,329,328,1.0,0.0054,54,0.1646,0.1641,151519.1,top_solver
bonus3,1,1,14,14,329,328,1.0,0.2578,91,0.2774,0.2766,6496.5,top_solver
bonus3,1,2,14,14,362,328,1.0,0.3974,27,0.0823,0.0746,1782.8,top_solver
bonus3,1,3,14,14,330,328,1.0,0.4469,39,0.1189,0.1182,3174.9,top_solver
bonus3,1,4,14,14,330,328,1.0,0.5305,26,0.0793,0.0788,2682.8,top_solver
bonus3,1,5,14,14,333,328,1.0,0.5514,30,0.0915,0.0901,2893.5,top_solver
bonus3,1,6,14,14,339,328,1.0,0.6132,36,0.1098,0.1062,2901.2,top_solver
bonus3,1,7,14,14,331,328,1.0,0.6509,58,0.1768,0.1752,2469.9,top_solver
bonus3,1,8,14,14,357,328,1.0,0.6677,38,0.1159,0.1064,1965.6,top_solver
bonus3,1,9,14,14,334,328,1.0,0.7057,42,0.128,0.1257,1920.5,top_solver
bonus3,1,10,14,14,353,328,1.0,0.7745,71,0.2165,0.2011,2761.0,top_solver
bonus3,1,11,14,14,359,328,1.0,0.8042,31,0.0945,0.0864,2314.9,top_solver
bonus3,1,13,14,14,328,328,1.0,0.8521,11,0.0335,0.0335,1506.5,top_solver
bonus3,2,0,14,14,328,328,1.0,0.0408,30,0.0915,0.0915,3329.6,top_solver
bonus3,2,1,14,14,335,328,1.0,0.2802,31,0.0945,0.0925,2582.5,top_solver
bonus3,2,2,14,14,331,328,1.0,0.447,51,0.1555,0.1541,3287.1,top_solver
bonus3,2,3,14,14,351,328,1.0,0.4486,43,0.1311,0.1225,2439.7,top_solver
bonus3,2,4,14,14,332,328,1.0,0.5588,35,0.1067,0.1054,2141.9,top_solver
bonus3,2,5,14,14,334,328,1.0,0.5808,40,0.122,0.1198,2122.2,top_solver
bonus3,2,6,14,14,331,328,1.0,0.6345,37,0.1128,0.1118,2567.9,top_solver
bonus3,2,8,14,14,338,328,1.0,0.6932,47,0.1433,0.1391,2538.3,top_solver
bonus3,2,9,14,14,334,328,1.0,0.712,30,0.0915,0.0898,2452.7,top_solver
bonus3,2,10,14,14,350,328,1.0,0.7689,70,0.2134,0.2,3137.5,top_solver
bonus3,2,11,14,14,426,328,1.0,0.6692,61,0.186,0.1432,2696.6,top_solver
bonus3,2,12,14,14,330,328,1.0,0.6715,74,0.2256,0.2242,3318.3,top_solver
bonus3,3,0,14,14,330,328,1.0,0.0462,20,0.061,0.0606,3935.7,top_solver
bonus3,3,1,14,14,330,328,1.0,0.2849,42,0.128,0.1273,7275.2,top_solver
bonus3,3,2,14,14,340,328,1.0,0.4436,60,0.1829,0.1765,3946.4,top_solver
bonus3,3,3,14,14,332,328,1.0,0.4873,40,0.122,0.1205,56247.2,top_solver
bonus3,3,4,14,14,356,328,1.0,0.5413,42,0.128,0.118,2975.7,top_solver
bonus3,3,5,14,14,337,328,1.0,0.5634,50,0.1524,0.1484,5046.4,top_solver
bonus3,3,6,14,14,348,328,1.0,0.6358,45,0.1372,0.1293,2410.2,top_solver
bonus3,3,7,14,14,333,328,1.0,0.6872,40,0.122,0.1201,2050.2,top_solver
bonus3,3,8,14,14,365,328,1.0,0.6845,43,0.1311,0.1178,2487.9,top_solver
bonus3,3,9,14,14,344,328,1.0,0.7507,44,0.1341,0.1279,7707.6,top_solver
bonus3,3,10,14,14,342,328,1.0,0.7574,37,0.1128,0.1082,3433.6,top_solver
bonus3,3,11,14,14,373,328,1.0,0.6527,44,0.1341,0.118,2198.3,top_solver
bonus3,3,12,14,14,369,328,1.0,0.6358,52,0.1585,0.1409,4221.3,top_solver
bonus3,3,13,14,14,352,328,1.0,0.6328,69,0.2104,0.196,1976.0,top_solver
bonus3,4,0,14,14,329,328,1.0,0.0653,26,0.0793,0.079,2213.8,top_solver
bonus3,4,1,14,14,345,328,1.0,0.284,47,0.1433,0.1362,4257.7,top_solver
bonus3,4,2,14,14,330,328,1.0,0.4461,62,0.189,0.1879,3038.5,top_solver
bonus3,4,3,14,14,358,328,1.0,0.4511,41,0.125,0.1145,2527.2,top_solver
bonus3,4,5,14,14,339,328,1.0,0.5811,58,0.1768,0.1711,5305.5,top_solver
bonus3,4,6,14,14,346,328,1.0,0.6564,54,0.1646,0.1561,3348.8,top_solver
bonus3,4,7,14,14,330,328,1.0,0.705,39,0.1189,0.1182,2150.3,top_solver
bonus3,4,8,14,14,349,328,1.0,0.7221,55,0.1677,0.1576,3055.8,top_solver
bonus3,4,9,14,14,346,328,1.0,0.7394,43,0.1311,0.1243,2135.8,top_solver
bonus3,4,10,14,14,346,328,1.0,0.7326,44,0.1341,0.1272,4880.3,top_solver
bonus3,4,11,14,14,334,328,1.0,0.6493,51,0.1555,0.1527,2798.2,top_solver
bonus3,4,13,14,14,335,328,1.0,0.6299,21,0.064,0.0627,1709.0,top_solver
bonus3,5,0,14,14,332,328,1.0,0.0733,17,0.0518,0.0512,1690.2,top_solver
bonus3,5,1,14,14,339,328,1.0,0.2935,35,0.1067,0.1032,7426.8,top_solver
bonus3,5,3,14,14,342,328,1.0,0.4746,43,0.1311,0.1257,2441.7,top_solver
bonus3,5,4,14,14,333,328,1.0,0.5328,48,0.1463,0.1441,2400.9,top_solver
bonus3,5,5,14,14,422,328,1.0,0.5404,54,0.1646,0.128,3708.4,top_solver
bonus3,5,6,14,14,329,328,1.0,0.6464,55,0.1677,0.1672,2513.4,top_solver
bonus3,5,7,14,14,388,328,1.0,0.6605,53,0.1616,0.1366,2547.4,top_solver
bonus3,5,8,14,14,334,328,1.0,0.7224,56,0.1707,0.1677,4116.6,top_solver
bonus3,5,9,14,14,345,328,1.0,0.7326,39,0.1189,0.113,5222.5,top_solver
bonus3,5,10,14,14,337,328,1.0,0.7244,50,0.1524,0.1484,4069.4,top_solver
bonus3,5,11,14,14,489,328,1.0,0.6128,43,0.1311,0.0879,2668.0,top_solver
bonus3,5,12,14,14,332,328,1.0,0.6236,27,0.0823,0.0813,1703.2,top_solver
bonus3,5,13,14,14,508,328,1.0,0.6041,54,0.1646,0.1063,3014.2,top_solver
bonus3,6,0,14,14,334,328,1.0,0.0862,27,0.0823,0.0808,2224.2,top_solver
bonus3,6,1,14,14,337,328,1.0,0.2964,29,0.0884,0.0861,6998.6,top_solver
bonus3,6,2,14,14,332,328,1.0,0.3773,63,0.1921,0.1898,4081.5,top_solver
bonus3,6,3,14,14,344,328,1.0,0.4425,38,0.1159,0.1105,2298.7,top_solver
bonus3,6,4,14,14,334,328,1.0,0.5419,50,0.1524,0.1497,2470.9,top_solver
bonus3,6,5,14,14,333,328,1.0,0.5861,58,0.1768,0.1742,4354.6,top_solver
bonus3,6,7,14,14,334,328,1.0,0.6674,61,0.186,0.1826,3184.0,top_solver
bonus3,6,8,14,14,365,328,1.0,0.6863,39,0.1189,0.1068,3085.1,top_solver
bonus3,6,9,14,14,333,328,1.0,0.7143,36,0.1098,0.1081,3405.4,top_solver
bonus3,6,10,14,14,355,328,1.0,0.6858,51,0.1555,0.1437,3484.3,top_solver
bonus3,6,11,14,14,332,328,1.0,0.6264,69,0.2104,0.2078,2993.1,top_solver
bonus3,6,13,14,14,328,328,1.0,0.606,45,0.1372,0.1372,15384.6,top_solver
bonus3,7,0,14,14,329,328,1.0,0.1065,9,0.0274,0.0274,1856.9,top_solver
bonus3,7,2,14,14,334,328,1.0,0.3674,36,0.1098,0.1078,2912.9,top_solver
bonus3,7,3,14,14,331,328,1.0,0.4577,64,0.1951,0.1934,2536.0,top_solver
bonus3,7,4,14,14,340,328,1.0,0.5149,36,0.1098,0.1059,4489.0,top_solver
bonus3,7,5,14,14,420,328,1.0,0.5523,70,0.2134,0.1667,7725.0,top_solver
bonus3,7,6,14,14,331,328,1.0,0.5994,41,0.125,0.1239,2428.0,top_solver
bonus3,7,7,14,14,468,328,1.0,0.5861,48,0.1463,0.1026,2173.0,top_solver
bonus3,7,8,14,14,333,328,1.0,0.6781,45,0.1372,0.1351,2738.8,top_solver
bonus3,7,9,14,14,352,328,1.0,0.6753,52,0.1585,0.1477,3908.4,top_solver
bonus3,7,10,14,14,330,328,1.0,0.6753,34,0.1037,0.103,4432.4,top_solver
bonus3,7,11,14,14,422,328,1.0,0.5483,61,0.186,0.1445,3768.1,top_solver
bonus3,7,12,14,14,331,328,1.0,0.5425,60,0.1829,0.1813,2860.5,top_solver
bonus3,7,13,14,14,419,328,1.0,0.5094,105,0.3201,0.2506,3785.0,top_solver
bonus3,8,0,14,14,334,328,1.0,0.1113,41,0.125,0.1228,9821.7,top_solver
bonus3,8,2,14,14,330,328,1.0,0.3617,44,0.1341,0.1333,2710.4,top_solver
bonus3,8,3,14,14,336,328,1.0,0.4315,44,0.1341,0.131,2705.5,top_solver
bonus3,8,4,14,14,330,328,1.0,0.5188,39,0.1189,0.1182,2380.5,top_solver
bonus3,8,5,14,14,337,328,1.0,0.5518,45,0.1372,0.1335,5283.4,top_solver
bonus3,8,7,14,14,335,328,1.0,0.6117,51,0.1555,0.1522,2548.3,top_solver
bonus3,8,8,14,14,355,328,1.0,0.634,46,0.1402,0.1296,2874.3,top_solver
bonus3,8,9,14,14,331,328,1.0,0.6622,49,0.1494,0.148,3540.6,top_solver
bonus3,8,10,14,14,350,328,1.0,0.5616,57,0.1738,0.1629,2620.1,top_solver
bonus3,8,11,14,14,328,328,1.0,0.5514,70,0.2134,0.2134,4310.7,top_solver
bonus3,8,12,14,14,399,328,1.0,0.4937,103,0.314,0.2581,3638.7,top_solver
bonus3,8,13,14,14,328,328,1.0,0.506,116,0.3537,0.3537,3949.2,top_solver
bonus3,9,0,14,14,337,328,1.0,0.1153,45,0.1372,0.1335,7454.2,top_solver
bonus3,9,1,14,14,329,328,1.0,0.2413,98,0.2988,0.2979,3472.8,top_solver
bonus3,9,2,14,14,386,328,1.0,0.2795,66,0.2012,0.171,3235.2,top_solver
bonus3,9,3,14,14,330,328,1.0,0.4147,58,0.1768,0.1758,4621.1,top_solver
bonus3,9,4,14,14,339,328,1.0,0.4723,46,0.1402,0.1357,3886.5,top_solver
bonus3,9,5,14,14,352,328,1.0,0.5208,34,0.1037,0.0966,2582.2,top_solver
bonus3,9,6,14,14,331,328,1.0,0.538,37,0.1128,0.1118,3457.2,top_solver
bonus3,9,7,14,14,346,328,1.0,0.555,50,0.1524,0.1445,3359.2,top_solver
bonus3,9,8,14,14,344,328,1.0,0.5843,49,0.1494,0.1424,6572.3,top_solver
bonus3,9,9,14,14,361,328,1.0,0.5149,48,0.1463,0.133,36474.7,top_solver
bonus3,9,10,14,14,329,328,1.0,0.5272,59,0.1799,0.1793,2315.6,top_solver
bonus3,9,11,14,14,359,328,1.0,0.4606,95,0.2896,0.2646,3275.2,top_solver
bonus3,9,12,14,14,332,328,1.0,0.4889,123,0.375,0.3705,92096.6,top_solver
bonus3,10,0,14,14,328,328,1.0,0.1334,26,0.0793,0.0793,3062.7,top_solver
bonus3,10,1,14,14,335,328,1.0,0.2452,48,0.1463,0.1433,2506.2,top_solver
bonus3,10,2,14,14,330,328,1.0,0.3337,61,0.186,0.1848,2575.9,top_solver
bonus3,10,3,14,14,359,328,1.0,0.3812,41,0.125,0.1142,2775.9,top_solver
bonus3,10,4,14,14,333,328,1.0,0.446,52,0.1585,0.1562,3219.0,top_solver
bonus3,10,5,14,14,394,328,1.0,0.4765,48,0.1463,0.1218,2664.6,top_solver
bonus3,10,6,14,14,332,328,1.0,0.5177,30,0.0915,0.0904,2570.8,top_solver
bonus3,10,7,14,14,329,328,1.0,0.5347,43,0.1311,0.1307,4166.7,top_solver
bonus3,10,8,14,14,336,328,1.0,0.564,35,0.1067,0.1042,3023.4,top_solver
bonus3,10,9,14,14,350,328,1.0,0.511,38,0.1159,0.1086,2143.2,top_solver
bonus3,10,11,14,14,330,328,1.0,0.4551,110,0.3354,0.3333,8486.5,top_solver
bonus3,10,12,14,14,349,328,1.0,0.4506,40,0.122,0.1146,3323.9,top_solver
bonus3,10,13,14,14,331,328,1.0,0.4472,39,0.1189,0.1178,2728.2,top_solver
bonus3,11,0,14,14,331,328,1.0,0.1382,23,0.0701,0.0695,2763.4,top_solver
bonus3,11,1,14,14,329,328,1.0,0.246,52,0.1585,0.1581,2772.8,top_solver
bonus3,11,2,14,14,346,328,1.0,0.2945,44,0.1341,0.1272,2854.3,top_solver
bonus3,11,3,14,14,331,328,1.0,0.3859,46,0.1402,0.139,2789.4,top_solver
bonus3,11,4,14,14,371,328,1.0,0.3827,64,0.1951,0.1725,2579.5,top_solver
bonus3,11,5,14,14,329,328,1.0,0.4662,41,0.125,0.1246,4116.4,top_solver
bonus3,11,6,14,14,339,328,1.0,0.4451,49,0.1494,0.1445,3128.1,top_solver
bonus3,11,7,14,14,331,328,1.0,0.4664,52,0.1585,0.1571,3414.4,top_solver
bonus3,11,8,14,14,347,328,1.0,0.4859,65,0.1982,0.1873,2963.0,top_solver
bonus3,11,9,14,14,332,328,1.0,0.501,36,0.1098,0.1084,7450.0,top_solver
bonus3,11,11,14,14,331,328,1.0,0.4403,26,0.0793,0.0785,2056.2,top_solver
bonus3,11,12,14,14,332,328,1.0,0.4484,10,0.0305,0.0301,1711.9,top_solver
bonus3,11,13,14,14,333,328,1.0,0.4419,33,0.1006,0.0991,2267.0,top_solver
bonus3,12,0,14,14,328,328,1.0,0.1448,89,0.2713,0.2713,5077.3,top_solver
bonus3,12,1,14,14,341,328,1.0,0.1496,65,0.1982,0.1906,51121.2,top_solver
bonus3,12,2,14,14,329,328,1.0,0.2054,97,0.2957,0.2948,4430.8,top_solver
bonus3,12,3,14,14,361,328,1.0,0.2303,54,0.1646,0.1496,5362.2,top_solver
bonus3,12,4,14,14,328,328,1.0,0.3488,81,0.247,0.247,4185.4,top_solver
bonus3,12,5,14,14,333,328,1.0,0.3936,50,0.1524,0.1502,2374.3,top_solver
bonus3,12,6,14,14,329,328,1.0,0.404,62,0.189,0.1884,6690.5,top_solver
bonus3,12,7,14,14,389,328,1.0,0.3234,59,0.1799,0.1517,4082.0,top_solver
bonus3,12,8,14,14,328,328,1.0,0.3773,62,0.189,0.189,12207.2,top_solver
bonus3,12,9,14,14,348,328,1.0,0.3846,61,0.186,0.1753,39185.0,top_solver
bonus3,12,10,14,14,343,328,1.0,0.4021,36,0.1098,0.105,1937.4,top_solver
bonus3,12,11,14,14,334,328,1.0,0.4292,27,0.0823,0.0808,4889.4,top_solver
bonus3,12,12,14,14,328,328,1.0,0.4349,13,0.0396,0.0396,1472.8,top_solver
bonus3,12,13,14,14,331,328,1.0,0.4267,38,0.1159,0.1148,2052.2,top_solver
bonus3,13,3,14,14,328,328,1.0,0.2381,82,0.25,0.25,4730.5,top_solver
bonus3,13,4,14,14,337,328,1.0,0.2431,71,0.2165,0.2107,4714.6,top_solver
bonus3,13,5,14,14,329,328,1.0,0.2936,39,0.1189,0.1185,38099.9,top_solver
bonus3,13,6,14,14,338,328,1.0,0.3016,39,0.1189,0.1154,3062.5,top_solver
bonus3,13,7,14,14,328,328,1.0,0.3204,79,0.2409,0.2409,2311.2,top_solver
bonus3,13,10,14,14,329,328,1.0,0.4068,55,0.1677,0.1672,2882.8,top_solver
bonus3,13,11,14,14,330,328,1.0,0.4092,40,0.122,0.1212,2693.9,top_solver
bonus3,13,12,14,14,329,328,1.0,0.4176,17,0.0518,0.0517,2441.4,top_solver
bonus3,13,13,14,14,329,328,1.0,0.4222,43,0.1311,0.1307,10934.0,top_solver
tutorial,0,0,6,6,376,328,1.0,0.0,348,1.061,0.9255,8683.9,worst_solver
tutorial,0,1,6,6,361,328,1.0,0.4594,128,0.3902,0.3546,1983.6,worst_solver
tutorial,0,2,6,6,347,328,1.0,0.4672,52,0.1585,0.1499,1994.4,worst_solver
tutorial,0,3,6,6,335,328,1.0,0.4956,42,0.128,0.1254,2017.9,worst_solver
tutorial,0,4,6,6,359,328,1.0,0.4842,51,0.1555,0.1421,2517.2,worst_solver
tutorial,0,5,6,6,331,328,1.0,0.5475,110,0.3354,0.3323,1949.2,worst_solver
tutorial,1,0,6,6,360,328,1.0,0.073,86,0.2622,0.2389,2928.5,worst_solver
tutorial,1,1,6,6,360,328,1.0,0.4921,27,0.0823,0.075,2718.7,worst_solver
tutorial,1,2,6,6,340,328,1.0,0.728,80,0.2439,0.2353,2885.8,worst_solver
tutorial,1,3,6,6,344,328,1.0,0.7355,45,0.1372,0.1308,1964.1,worst_solver
tutorial,1,4,6,6,377,328,1.0,0.7308,92,0.2805,0.244,1689.7,worst_solver
tutorial,1,5,6,6,357,328,1.0,0.5326,34,0.1037,0.0952,1764.6,worst_solver
tutorial,2,0,6,6,343,328,1.0,0.1088,26,0.0793,0.0758,2473.7,worst_solver
tutorial,2,1,6,6,343,328,1.0,0.5288,25,0.0762,0.0729,2644.8,worst_solver
tutorial,2,4,6,6,344,328,1.0,0.7827,19,0.0579,0.0552,1773.4,worst_solver
tutorial,2,5,6,6,339,328,1.0,0.5676,9,0.0274,0.0265,1213.1,worst_solver
tutorial,3,0,6,6,341,328,1.0,0.149,15,0.0457,0.044,2545.8,worst_solver
tutorial,3,1,6,6,350,328,1.0,0.53,20,0.061,0.0571,2466.8,worst_solver
tutorial,3,4,6,6,345,328,1.0,0.7763,26,0.0793,0.0754,2606.3,worst_solver
tutorial,3,5,6,6,345,328,1.0,0.5542,14,0.0427,0.0406,3046.9,worst_solver
tutorial,4,0,6,6,354,328,1.0,0.1817,25,0.0762,0.0706,3082.9,worst_solver
tutorial,4,1,6,6,385,328,1.0,0.5221,92,0.2805,0.239,1525.4,worst_solver
tutorial,4,2,6,6,341,328,1.0,0.7441,50,0.1524,0.1466,2067.1,worst_solver
tutorial,4,3,6,6,338,328,1.0,0.7574,34,0.1037,0.1006,3258.3,worst_solver
tutorial,4,4,6,6,388,328,1.0,0.7346,89,0.2713,0.2294,1523.7,worst_solver
tutorial,4,5,6,6,369,328,1.0,0.5131,49,0.1494,0.1328,1938.1,worst_solver
tutorial,5,0,6,6,339,328,1.0,0.2184,161,0.4909,0.4749,1918.0,worst_solver
tutorial,5,1,6,6,377,328,1.0,0.2378,82,0.25,0.2175,1981.7,worst_solver
tutorial,5,2,6,6,344,328,1.0,0.4606,51,0.1555,0.1483,1643.0,worst_solver
tutorial,5,3,6,6,338,328,1.0,0.4842,22,0.0671,0.0651,1639.1,worst_solver
tutorial,5,4,6,6,369,328,1.0,0.482,49,0.1494,0.1328,2077.9,worst_solver
tutorial,5,5,6,6,342,328,1.0,0.5103,126,0.3841,0.3684,1800.5,worst_solver
round1,0,0,6,6,354,328,1.0,0.0,308,0.939,0.8701,7165.1,worst_solver
round1,0,1,6,6,331,328,1.0,0.6197,101,0.3079,0.3051,2561.7,worst_solver
round1,1,0,6,6,356,328,1.0,0.0747,37,0.1128,0.1039,3282.9,worst_solver
round1,1,1,6,6,484,328,1.0,0.603,35,0.1067,0.0723,1746.7,worst_solver
round1,1,3,6,6,333,328,1.0,0.6147,134,0.4085,0.4024,2215.2,worst_solver
round1,1,4,6,6,389,328,1.0,0.5544,76,0.2317,0.1954,2145.0,worst_solver
round1,1,5,6,6,344,328,1.0,0.5612,123,0.375,0.3576,2278.7,worst_solver
round1,2,0,6,6,391,328,1.0,0.1074,40,0.122,0.1023,2448.2,worst_solver
round1,2,1,6,6,517,328,1.0,0.601,152,0.4634,0.294,1863.0,worst_solver
round1,2,2,6,6,642,328,1.0,0.5603,159,0.4848,0.2477,1936.2,worst_solver
round1,2,3,6,6,473,328,1.0,0.5835,108,0.3293,0.2283,2065.1,worst_solver
round1,2,4,6,6,447,328,1.0,0.6425,96,0.2927,0.2148,2175.3,worst_solver
round1,2,5,6,6,371,328,1.0,0.5283,49,0.1494,0.1321,2107.0,worst_solver
round1,3,0,6,6,356,328,1.0,0.1842,31,0.0945,0.0871,1897.2,worst_solver
round1,3,2,6,6,362,328,1.0,0.677,61,0.186,0.1685,1710.5,worst_solver
round1,3,4,6,6,344,328,1.0,0.6986,105,0.3201,0.3052,2206.2,worst_solver
round1,3,5,6,6,364,328,1.0,0.5366,44,0.1341,0.1209,1633.2,worst_solver
round1,4,0,6,6,357,328,1.0,0.2115,177,0.5396,0.4958,2672.6,worst_solver
round1,4,1,6,6,359,328,1.0,0.2444,117,0.3567,0.3259,3346.8,worst_solver
round1,4,2,6,6,587,328,1.0,0.2636,123,0.375,0.2095,2028.0,worst_solver
round1,4,3,6,6,487,328,1.0,0.4403,96,0.2927,0.1971,1638.7,worst_solver
round1,4,4,6,6,498,328,1.0,0.4717,86,0.2622,0.1727,2525.1,worst_solver
round1,4,5,6,6,339,328,1.0,0.5172,131,0.3994,0.3864,2012.4,worst_solver
round1,5,2,6,6,350,328,1.0,0.484,128,0.3902,0.3657,1702.7,worst_solver
round1,5,3,6,6,344,328,1.0,0.561,131,0.3994,0.3808,1820.3,worst_solver
round2,0,0,8,8,328,328,1.0,0.0,298,0.9085,0.9085,5022.2,worst_solver
round2,0,3,8,8,447,328,1.0,0.4383,142,0.4329,0.3177,3312.3,worst_solver
round2,0,4,8,8,440,328,1.0,0.4738,41,0.125,0.0932,1762.2,worst_solver
round2,0,5,8,8,434,328,1.0,0.5118,46,0.1402,0.106,3160.6,worst_solver
round2,0,6,8,8,477,328,1.0,0.5307,51,0.1555,0.1069,1636.1,worst_solver
round2,0,7,8,8,354,328,1.0,0.5749,106,0.3232,0.2994,2212.1,worst_solver
round2,1,0,8,8,329,328,1.0,0.0162,21,0.064,0.0638,1473.5,worst_solver
round2,1,3,8,8,757,328,1.0,0.4108,115,0.3506,0.1519,2252.4,worst_solver
round2,1,4,8,8,449,328,1.0,0.5796,105,0.3201,0.2339,2088.9,worst_solver
round2,1,5,8,8,468,328,1.0,0.5947,32,0.0976,0.0684,2201.5,worst_solver
round2,1,6,8,8,555,328,1.0,0.6028,93,0.2835,0.1676,1917.4,worst_solver
round2,1,7,8,8,404,328,1.0,0.5829,44,0.1341,0.1089,2155.5,worst_solver
round2,2,0,8,8,330,328,1.0,0.0324,11,0.0335,0.0333,1863.5,worst_solver
round2,2,2,8,8,349,328,1.0,0.3861,137,0.4177,0.3926,2194.1,worst_solver
round2,2,3,8,8,782,328,1.0,0.3823,96,0.2927,0.1228,2231.2,worst_solver
round2,2,6,8,8,449,328,1.0,0.6739,31,0.0945,0.069,1712.5,worst_solver
round2,2,7,8,8,353,328,1.0,0.6612,30,0.0915,0.085,1984.3,worst_solver
round2,3,0,8,8,331,328,1.0,0.0486,26,0.0793,0.0785,2456.2,worst_solver
round2,3,2,8,8,423,328,1.0,0.3615,37,0.1128,0.0875,1952.6,worst_solver
round2,3,3,8,8,619,328,1.0,0.529,65,0.1982,0.105,1832.5,worst_solver
round2,3,4,8,8,349,328,1.0,0.692,112,0.3415,0.3209,1980.6,worst_solver
round2,3,6,8,8,706,328,1.0,0.6606,72,0.2195,0.102,1687.1,worst_solver
round2,3,7,8,8,342,328,1.0,0.6749,103,0.314,0.3012,1772.8,worst_solver
round2,4,0,8,8,344,328,1.0,0.0649,29,0.0884,0.0843,18499.1,worst_solver
round2,4,1,8,8,346,328,1.0,0.3383,165,0.503,0.4769,2615.2,worst_solver
round2,4,2,8,8,514,328,1.0,0.3056,72,0.2195,0.1401,2006.7,worst_solver
round2,4,3,8,8,469,328,1.0,0.5517,61,0.186,0.1301,2019.2,worst_solver
round2,4,4,8,8,431,328,1.0,0.6531,43,0.1311,0.0998,2105.9,worst_solver
