level,x,y,grid_w,grid_h,visits,traces_touching,trace_share,mean_step_frac,pauses,pauses_per_trace,pause_rate,mean_pause_ms,cohort
round2,4,6,8,8,329,328,1.0,0.7315,95,0.2896,0.2888,1986.0,worst_solver
round2,5,0,8,8,349,328,1.0,0.1318,32,0.0976,0.0917,1715.0,worst_solver
round2,5,1,8,8,374,328,1.0,0.3555,41,0.125,0.1096,1918.0,worst_solver
round2,5,2,8,8,402,328,1.0,0.4769,64,0.1951,0.1592,1523.2,worst_solver
round2,5,3,8,8,535,328,1.0,0.5396,65,0.1982,0.1215,1598.7,worst_solver
round2,5,4,8,8,603,328,1.0,0.6365,92,0.2805,0.1526,1744.5,worst_solver
round2,5,5,8,8,340,328,1.0,0.714,131,0.3994,0.3853,2402.2,worst_solver
round2,6,0,8,8,346,328,1.0,0.1496,154,0.4695,0.4451,2096.5,worst_solver
round2,6,1,8,8,415,328,1.0,0.1634,114,0.3476,0.2747,1932.4,worst_solver
round2,6,2,8,8,485,328,1.0,0.3331,50,0.1524,0.1031,2002.0,worst_solver
round2,6,3,8,8,432,328,1.0,0.451,106,0.3232,0.2454,2567.5,worst_solver
round2,6,4,8,8,413,328,1.0,0.5182,50,0.1524,0.1211,2062.4,worst_solver
round2,6,5,8,8,441,328,1.0,0.5123,51,0.1555,0.1156,1705.5,worst_solver
round2,6,6,8,8,345,328,1.0,0.5307,26,0.0793,0.0754,1937.7,worst_solver
round2,6,7,8,8,334,328,1.0,0.5393,84,0.2561,0.2515,1795.0,worst_solver
round2,7,2,8,8,347,328,1.0,0.38,112,0.3415,0.3228,2056.8,worst_solver
round2,7,3,8,8,397,328,1.0,0.3949,65,0.1982,0.1637,1498.8,worst_solver
round2,7,4,8,8,373,328,1.0,0.4657,49,0.1494,0.1314,2440.0,worst_solver
round2,7,5,8,8,366,328,1.0,0.495,33,0.1006,0.0902,2580.5,worst_solver
round2,7,6,8,8,346,328,1.0,0.52,23,0.0701,0.0665,4011.3,worst_solver
round2,7,7,8,8,336,328,1.0,0.5377,88,0.2683,0.2619,1631.5,worst_solver
bonus1,0,0,10,10,337,328,1.0,0.0,302,0.9207,0.8961,6250.3,worst_solver
bonus1,0,2,10,10,353,328,1.0,0.425,114,0.3476,0.3229,1848.1,worst_solver
bonus1,0,3,10,10,440,328,1.0,0.3924,83,0.253,0.1886,2510.0,worst_solver
bonus1,0,4,10,10,443,328,1.0,0.4573,43,0.1311,0.0971,1870.4,worst_solver
bonus1,0,5,10,10,381,328,1.0,0.5037,31,0.0945,0.0814,1635.0,worst_solver
bonus1,0,6,10,10,462,328,1.0,0.47,63,0.1921,0.1364,1807.3,worst_solver
bonus1,0,7,10,10,425,328,1.0,0.4763,55,0.1677,0.1294,1520.1,worst_solver
bonus1,0,8,10,10,396,328,1.0,0.4968,35,0.1067,0.0884,1450.6,worst_solver
bonus1,0,9,10,10,340,328,1.0,0.5143,88,0.2683,0.2588,1973.2,worst_solver
bonus1,1,0,10,10,379,328,1.0,0.0089,68,0.2073,0.1794,2953.9,worst_solver
bonus1,1,1,10,10,516,328,1.0,0.3859,146,0.4451,0.2829,1882.7,worst_solver
bonus1,1,2,10,10,531,328,1.0,0.4187,81,0.247,0.1525,1879.2,worst_solver
bonus1,1,3,10,10,498,328,1.0,0.4519,59,0.1799,0.1185,2236.6,worst_solver
bonus1,1,4,10,10,383,328,1.0,0.5874,56,0.1707,0.1462,1858.0,worst_solver
bonus1,1,6,10,10,368,328,1.0,0.6066,48,0.1463,0.1304,2077.0,worst_solver
bonus1,1,7,10,10,395,328,1.0,0.5838,33,0.1006,0.0835,2046.9,worst_solver
bonus1,1,8,10,10,349,328,1.0,0.6327,41,0.125,0.1175,2158.7,worst_solver
bonus1,1,9,10,10,378,328,1.0,0.5156,21,0.064,0.0556,1769.4,worst_solver
bonus1,2,0,10,10,369,328,1.0,0.0906,37,0.1128,0.1003,1655.9,worst_solver
bonus1,2,1,10,10,486,328,1.0,0.4803,39,0.1189,0.0802,35235.9,worst_solver
bonus1,2,3,10,10,409,328,1.0,0.4955,32,0.0976,0.0782,2493.1,worst_solver
bonus1,2,4,10,10,379,328,1.0,0.6145,24,0.0732,0.0633,1746.8,worst_solver
bonus1,2,6,10,10,387,328,1.0,0.611,32,0.0976,0.0827,1897.0,worst_solver
bonus1,2,7,10,10,388,328,1.0,0.5969,27,0.0823,0.0696,1976.7,worst_solver
bonus1,2,8,10,10,356,328,1.0,0.6514,23,0.0701,0.0646,2997.3,worst_solver
bonus1,2,9,10,10,382,328,1.0,0.5344,13,0.0396,0.034,2758.7,worst_solver
bonus1,3,0,10,10,534,328,1.0,0.0989,55,0.1677,0.103,1501.5,worst_solver
bonus1,3,1,10,10,343,328,1.0,0.4911,134,0.4085,0.3907,2443.5,worst_solver
bonus1,3,3,10,10,535,328,1.0,0.4882,57,0.1738,0.1065,1864.5,worst_solver
bonus1,3,4,10,10,429,328,1.0,0.6024,99,0.3018,0.2308,1752.6,worst_solver
bonus1,3,5,10,10,424,328,1.0,0.623,91,0.2774,0.2146,1815.8,worst_solver
bonus1,3,6,10,10,469,328,1.0,0.5969,51,0.1555,0.1087,1814.4,worst_solver
bonus1,3,7,10,10,553,328,1.0,0.572,44,0.1341,0.0796,2189.9,worst_solver
bonus1,3,8,10,10,361,328,1.0,0.6403,86,0.2622,0.2382,2170.2,worst_solver
bonus1,3,9,10,10,485,328,1.0,0.5266,44,0.1341,0.0907,1828.2,worst_solver
bonus1,4,0,10,10,485,328,1.0,0.1128,30,0.0915,0.0619,1546.0,worst_solver
bonus1,4,2,10,10,340,328,1.0,0.5372,139,0.4238,0.4088,2316.8,worst_solver
bonus1,4,3,10,10,523,328,1.0,0.4835,67,0.2043,0.1281,1820.7,worst_solver
bonus1,4,5,10,10,362,328,1.0,0.6803,51,0.1555,0.1409,2473.4,worst_solver
bonus1,4,6,10,10,408,328,1.0,0.6481,43,0.1311,0.1054,1747.9,worst_solver
bonus1,4,7,10,10,432,328,1.0,0.6113,60,0.1829,0.1389,1984.7,worst_solver
bonus1,4,9,10,10,377,328,1.0,0.5742,35,0.1067,0.0928,1519.2,worst_solver
bonus1,5,0,10,10,604,328,1.0,0.1105,75,0.2287,0.1242,2087.5,worst_solver
bonus1,5,1,10,10,384,328,1.0,0.487,101,0.3079,0.263,1723.6,worst_solver
bonus1,5,2,10,10,726,328,1.0,0.4087,98,0.2988,0.135,1635.4,worst_solver
bonus1,5,3,10,10,564,328,1.0,0.456,67,0.2043,0.1188,1919.9,worst_solver
bonus1,5,4,10,10,568,328,1.0,0.4491,127,0.3872,0.2236,2028.1,worst_solver
bonus1,5,5,10,10,527,328,1.0,0.5353,88,0.2683,0.167,1740.0,worst_solver
bonus1,5,6,10,10,607,328,1.0,0.5349,59,0.1799,0.0972,1592.7,worst_solver
bonus1,5,7,10,10,599,328,1.0,0.5174,85,0.2591,0.1419,1964.5,worst_solver
bonus1,5,8,10,10,373,328,1.0,0.5909,76,0.2317,0.2038,2121.5,worst_solver
bonus1,5,9,10,10,458,328,1.0,0.5152,67,0.2043,0.1463,1854.2,worst_solver
bonus1,6,0,10,10,440,328,1.0,0.1412,20,0.061,0.0455,1566.5,worst_solver
bonus1,6,2,10,10,529,328,1.0,0.4402,72,0.2195,0.1361,1812.0,worst_solver
bonus1,6,3,10,10,374,328,1.0,0.5095,107,0.3262,0.2861,1775.1,worst_solver
bonus1,6,4,10,10,596,328,1.0,0.4444,93,0.2835,0.156,1878.0,worst_solver
bonus1,6,6,10,10,353,328,1.0,0.6162,127,0.3872,0.3598,2205.7,worst_solver
bonus1,6,7,10,10,729,328,1.0,0.4835,103,0.314,0.1413,1640.5,worst_solver
bonus1,6,8,10,10,420,328,1.0,0.5528,58,0.1768,0.1381,1542.6,worst_solver
bonus1,6,9,10,10,352,328,1.0,0.5526,112,0.3415,0.3182,1904.0,worst_solver
bonus1,7,0,10,10,455,328,1.0,0.1478,32,0.0976,0.0703,1760.5,worst_solver
bonus1,7,1,10,10,342,328,1.0,0.438,139,0.4238,0.4064,2366.2,worst_solver
bonus1,7,2,10,10,538,328,1.0,0.4183,69,0.2104,0.1283,1912.4,worst_solver
bonus1,7,4,10,10,613,328,1.0,0.4484,85,0.2591,0.1387,1973.6,worst_solver
bonus1,7,5,10,10,336,328,1.0,0.6811,116,0.3537,0.3452,2242.0,worst_solver
bonus1,7,7,10,10,475,328,1.0,0.5619,93,0.2835,0.1958,1887.0,worst_solver
bonus1,8,0,10,10,388,328,1.0,0.1555,28,0.0854,0.0722,1449.5,worst_solver
bonus1,8,1,10,10,376,328,1.0,0.4246,55,0.1677,0.1463,1707.3,worst_solver
bonus1,8,2,10,10,381,328,1.0,0.4536,71,0.2165,0.1864,1617.5,worst_solver
bonus1,8,4,10,10,395,328,1.0,0.4348,129,0.3933,0.3266,2194.7,worst_solver
bonus1,8,5,10,10,589,328,1.0,0.4645,59,0.1799,0.1002,1795.4,worst_solver
bonus1,8,6,10,10,462,328,1.0,0.4686,54,0.1646,0.1169,2062.0,worst_solver
bonus1,8,7,10,10,679,328,1.0,0.3397,89,0.2713,0.1311,1734.9,worst_solver
bonus1,8,8,10,10,711,328,1.0,0.3652,82,0.25,0.1153,1659.8,worst_solver
bonus1,8,9,10,10,330,328,1.0,0.4745,103,0.314,0.3121,2033.1,worst_solver
bonus1,9,0,10,10,351,328,1.0,0.1621,126,0.3841,0.359,2054.6,worst_solver
bonus1,9,1,10,10,404,328,1.0,0.1698,63,0.1921,0.1559,2005.2,worst_solver
bonus1,9,2,10,10,427,328,1.0,0.2142,65,0.1982,0.1522,1716.2,worst_solver
bonus1,9,3,10,10,381,328,1.0,0.2678,26,0.0793,0.0682,2013.8,worst_solver
bonus1,9,4,10,10,444,328,1.0,0.2661,44,0.1341,0.0991,1682.1,worst_solver
bonus1,9,5,10,10,406,328,1.0,0.3028,47,0.1433,0.1158,1877.5,worst_solver
bonus1,9,6,10,10,381,328,1.0,0.3124,32,0.0976,0.084,2309.1,worst_solver
bonus1,9,7,10,10,398,328,1.0,0.3178,52,0.1585,0.1307,2093.3,worst_solver
bonus1,9,8,10,10,342,328,1.0,0.3573,171,0.5213,0.5,2017.5,worst_solver
bonus2,0,0,12,12,383,328,1.0,0.0,323,0.9848,0.8433,4767.8,worst_solver
bonus2,0,1,12,12,350,328,1.0,0.0456,45,0.1372,0.1286,1765.7,worst_solver
bonus2,0,2,12,12,363,328,1.0,0.0535,22,0.0671,0.0606,2456.8,worst_solver
bonus2,0,3,12,12,366,328,1.0,0.0621,27,0.0823,0.0738,1980.1,worst_solver
bonus2,0,4,12,12,397,328,1.0,0.0692,31,0.0945,0.0781,1704.3,worst_solver
bonus2,0,5,12,12,400,328,1.0,0.1073,39,0.1189,0.0975,1942.5,worst_solver
bonus2,0,6,12,12,428,328,1.0,0.1184,39,0.1189,0.0911,1684.2,worst_solver
bonus2,0,7,12,12,406,328,1.0,0.1323,25,0.0762,0.0616,2224.0,worst_solver
bonus2,0,8,12,12,364,328,1.0,0.16,14,0.0427,0.0385,1858.4,worst_solver
bonus2,0,9,12,12,366,328,1.0,0.1671,6,0.0183,0.0164,2113.0,worst_solver
bonus2,0,10,12,12,370,328,1.0,0.1724,9,0.0274,0.0243,1789.4,worst_solver
bonus2,0,11,12,12,359,328,1.0,0.1777,116,0.3537,0.3231,1601.9,worst_solver
bonus2,1,0,12,12,341,328,1.0,0.3841,125,0.3811,0.3666,2644.0,worst_solver
bonus2,1,1,12,12,536,328,1.0,0.4286,54,0.1646,0.1007,1869.8,worst_solver
bonus2,1,2,12,12,588,328,1.0,0.4524,66,0.2012,0.1122,1724.5,worst_solver
bonus2,1,3,12,12,423,328,1.0,0.464,42,0.128,0.0993,1752.9,worst_solver
bonus2,1,4,12,12,482,328,1.0,0.4496,71,0.2165,0.1473,2060.0,worst_solver
bonus2,1,5,12,12,461,328,1.0,0.4143,56,0.1707,0.1215,1683.6,worst_solver
bonus2,1,6,12,12,683,328,1.0,0.4158,76,0.2317,0.1113,1678.9,worst_solver
bonus2,1,7,12,12,331,328,1.0,0.5229,84,0.2561,0.2538,1722.7,worst_solver
bonus2,1,11,12,12,349,328,1.0,0.2035,43,0.1311,0.1232,2158.0,worst_solver
bonus2,2,2,12,12,340,328,1.0,0.5469,84,0.2561,0.2471,1817.6,worst_solver
bonus2,2,3,12,12,400,328,1.0,0.5455,77,0.2348,0.1925,1668.7,worst_solver
bonus2,2,4,12,12,553,328,1.0,0.504,66,0.2012,0.1193,1900.5,worst_solver
bonus2,2,5,12,12,373,328,1.0,0.4875,41,0.125,0.1099,2048.6,worst_solver
bonus2,2,6,12,12,436,328,1.0,0.4583,39,0.1189,0.0894,3684.9,worst_solver
bonus2,2,9,12,12,357,328,1.0,0.2786,120,0.3659,0.3361,1942.4,worst_solver
bonus2,2,10,12,12,362,328,1.0,0.2748,48,0.1463,0.1326,3141.9,worst_solver
bonus2,2,11,12,12,408,328,1.0,0.2078,83,0.253,0.2034,1796.6,worst_solver
bonus2,3,1,12,12,328,328,1.0,0.7266,102,0.311,0.311,2736.6,worst_solver
bonus2,3,4,12,12,506,328,1.0,0.5379,59,0.1799,0.1166,2183.5,worst_solver
bonus2,3,5,12,12,381,328,1.0,0.5022,30,0.0915,0.0787,2220.2,worst_solver
bonus2,3,6,12,12,431,328,1.0,0.4646,36,0.1098,0.0835,1383.6,worst_solver
bonus2,3,8,12,12,371,328,1.0,0.3752,127,0.3872,0.3423,2048.2,worst_solver
bonus2,3,9,12,12,651,328,1.0,0.2234,104,0.3171,0.1598,1673.0,worst_solver
bonus2,3,10,12,12,456,328,1.0,0.2495,54,0.1646,0.1184,1588.4,worst_solver
bonus2,3,11,12,12,338,328,1.0,0.246,114,0.3476,0.3373,2057.3,worst_solver
bonus2,4,1,12,12,577,328,1.0,0.72,16,0.0488,0.0277,1442.4,worst_solver
bonus2,4,3,12,12,345,328,1.0,0.603,93,0.2835,0.2696,2080.8,worst_solver
bonus2,4,4,12,12,627,328,1.0,0.5225,68,0.2073,0.1085,1534.2,worst_solver
bonus2,4,5,12,12,419,328,1.0,0.4974,37,0.1128,0.0883,2173.9,worst_solver
bonus2,4,6,12,12,526,328,1.0,0.446,51,0.1555,0.097,1644.6,worst_solver
bonus2,4,7,12,12,401,328,1.0,0.4739,86,0.2622,0.2145,1968.8,worst_solver
bonus2,4,8,12,12,575,328,1.0,0.3869,65,0.1982,0.113,1675.8,worst_solver
bonus2,4,9,12,12,406,328,1.0,0.2975,68,0.2073,0.1675,2133.9,worst_solver
bonus2,5,0,12,12,600,328,1.0,0.7,134,0.4085,0.2233,1650.6,worst_solver
bonus2,5,1,12,12,585,328,1.0,0.712,100,0.3049,0.1709,1549.3,worst_solver
bonus2,5,3,12,12,422,328,1.0,0.6142,47,0.1433,0.1114,2500.0,worst_solver
bonus2,5,4,12,12,421,328,1.0,0.6002,34,0.1037,0.0808,1643.7,worst_solver
bonus2,5,5,12,12,400,328,1.0,0.5227,21,0.064,0.0525,1839.3,worst_solver
bonus2,5,6,12,12,424,328,1.0,0.5239,21,0.064,0.0495,3139.4,worst_solver
bonus2,5,7,12,12,362,328,1.0,0.5442,21,0.064,0.058,1585.1,worst_solver
bonus2,5,8,12,12,388,328,1.0,0.4724,28,0.0854,0.0722,2479.8,worst_solver
bonus2,5,9,12,12,400,328,1.0,0.3261,44,0.1341,0.11,1876.4,worst_solver
bonus2,6,0,12,12,607,328,1.0,0.6907,46,0.1402,0.0758,1690.9,worst_solver
bonus2,6,2,12,12,348,328,1.0,0.6706,118,0.3598,0.3391,1866.0,worst_solver
bonus2,6,3,12,12,542,328,1.0,0.6055,51,0.1555,0.0941,1990.5,worst_solver
bonus2,6,4,12,12,419,328,1.0,0.5949,27,0.0823,0.0644,1647.9,worst_solver
bonus2,6,5,12,12,392,328,1.0,0.5214,24,0.0732,0.0612,2187.0,worst_solver
bonus2,6,6,12,12,419,328,1.0,0.5156,29,0.0884,0.0692,1717.0,worst_solver
bonus2,6,7,12,12,374,328,1.0,0.5386,16,0.0488,0.0428,1605.6,worst_solver
bonus2,6,8,12,12,388,328,1.0,0.4759,28,0.0854,0.0722,1860.4,worst_solver
bonus2,6,9,12,12,439,328,1.0,0.3206,39,0.1189,0.0888,1724.8,worst_solver
bonus2,6,10,12,12,381,328,1.0,0.3531,35,0.1067,0.0919,2102.2,worst_solver
bonus2,6,11,12,12,337,328,1.0,0.3579,75,0.2287,0.2226,1540.8,worst_solver
bonus2,7,0,12,12,690,328,1.0,0.6439,103,0.314,0.1493,1726.6,worst_solver
bonus2,7,1,12,12,487,328,1.0,0.6613,87,0.2652,0.1786,1815.6,worst_solver
bonus2,7,2,12,12,587,328,1.0,0.6193,65,0.1982,0.1107,1679.8,worst_solver
bonus2,7,3,12,12,462,328,1.0,0.6289,52,0.1585,0.1126,1737.6,worst_solver
bonus2,7,4,12,12,448,328,1.0,0.5852,32,0.0976,0.0714,1648.3,worst_solver
bonus2,7,5,12,12,430,328,1.0,0.5075,31,0.0945,0.0721,2123.5,worst_solver
bonus2,7,6,12,12,407,328,1.0,0.5103,27,0.0823,0.0663,1943.8,worst_solver
bonus2,7,7,12,12,383,328,1.0,0.5366,21,0.064,0.0548,1577.2,worst_solver
bonus2,7,8,12,12,399,328,1.0,0.4822,23,0.0701,0.0576,2378.2,worst_solver
bonus2,7,9,12,12,379,328,1.0,0.4197,22,0.0671,0.058,1722.8,worst_solver
bonus2,7,10,12,12,360,328,1.0,0.4414,37,0.1128,0.1028,1930.8,worst_solver
bonus2,7,11,12,12,364,328,1.0,0.3631,25,0.0762,0.0687,1702.8,worst_solver
bonus2,8,0,12,12,461,328,1.0,0.6384,55,0.1677,0.1193,1757.6,worst_solver
bonus2,8,1,12,12,445,328,1.0,0.6634,47,0.1433,0.1056,2087.4,worst_solver
bonus2,8,2,12,12,609,328,1.0,0.5872,74,0.2256,0.1215,1665.0,worst_solver
bonus2,8,3,12,12,442,328,1.0,0.5763,99,0.3018,0.224,2226.2,worst_solver
bonus2,8,4,12,12,410,328,1.0,0.5498,75,0.2287,0.1829,2430.2,worst_solver
bonus2,8,5,12,12,567,328,1.0,0.473,63,0.1921,0.1111,1697.9,worst_solver
bonus2,8,6,12,12,408,328,1.0,0.5156,21,0.064,0.0515,1927.8,worst_solver
bonus2,8,7,12,12,390,328,1.0,0.5402,16,0.0488,0.041,1358.5,worst_solver
bonus2,8,8,12,12,378,328,1.0,0.4974,18,0.0549,0.0476,1641.8,worst_solver
bonus2,8,9,12,12,359,328,1.0,0.4402,16,0.0488,0.0446,1767.1,worst_solver
bonus2,8,10,12,12,353,328,1.0,0.4554,21,0.064,0.0595,1493.3,worst_solver
bonus2,8,11,12,12,348,328,1.0,0.37,21,0.064,0.0603,1464.8,worst_solver
bonus2,9,0,12,12,390,328,1.0,0.6578,27,0.0823,0.0692,1905.2,worst_solver
bonus2,9,1,12,12,396,328,1.0,0.6958,35,0.1067,0.0884,2056.1,worst_solver
bonus2,9,2,12,12,424,328,1.0,0.6405,65,0.1982,0.1533,1843.0,worst_solver
bonus2,9,5,12,12,468,328,1.0,0.5039,35,0.1067,0.0748,1918.2,worst_solver
bonus2,9,6,12,12,368,328,1.0,0.5328,16,0.0488,0.0435,1143.4,worst_solver
bonus2,9,7,12,12,354,328,1.0,0.5568,24,0.0732,0.0678,1771.7,worst_solver
bonus2,9,8,12,12,367,328,1.0,0.5017,19,0.0579,0.0518,1666.5,worst_solver
bonus2,9,9,12,12,347,328,1.0,0.4604,17,0.0518,0.049,1688.2,worst_solver
bonus2,9,10,12,12,346,328,1.0,0.4648,14,0.0427,0.0405,1602.3,worst_solver
bonus2,9,11,12,12,344,328,1.0,0.3792,19,0.0579,0.0552,1391.7,worst_solver
bonus2,10,0,12,12,405,328,1.0,0.6547,38,0.1159,0.0938,1592.0,worst_solver
bonus2,10,1,12,12,389,328,1.0,0.6897,60,0.1829,0.1542,1980.7,worst_solver
bonus2,10,2,12,12,497,328,1.0,0.6375,51,0.1555,0.1026,1566.8,worst_solver
bonus2,10,3,12,12,331,328,1.0,0.6673,76,0.2317,0.2296,1642.9,worst_solver
bonus2,10,5,12,12,466,328,1.0,0.4936,38,0.1159,0.0815,1877.9,worst_solver
bonus2,10,6,12,12,367,328,1.0,0.5242,26,0.0793,0.0708,1997.6,worst_solver
bonus2,10,7,12,12,358,328,1.0,0.5427,16,0.0488,0.0447,1881.6,worst_solver
bonus2,10,8,12,12,363,328,1.0,0.4868,21,0.064,0.0579,1763.7,worst_solver
bonus2,10,9,12,12,358,328,1.0,0.4507,23,0.0701,0.0642,1669.0,worst_solver
bonus2,10,10,12,12,346,328,1.0,0.4654,41,0.125,0.1185,1748.0,worst_solver
bonus2,10,11,12,12,351,328,1.0,0.3827,19,0.0579,0.0541,1605.8,worst_solver
bonus2,11,0,12,12,351,328,1.0,0.6558,107,0.3262,0.3048,1798.5,worst_solver
bonus2,11,1,12,12,373,328,1.0,0.6468,52,0.1585,0.1394,2766.5,worst_solver
bonus2,11,2,12,12,413,328,1.0,0.6411,73,0.2226,0.1768,1659.9,worst_solver
bonus2,11,3,12,12,358,328,1.0,0.6631,81,0.247,0.2263,1446.7,worst_solver
bonus2,11,5,12,12,346,328,1.0,0.4981,119,0.3628,0.3439,1830.7,worst_solver
bonus2,11,6,12,12,395,328,1.0,0.4441,62,0.189,0.157,1590.6,worst_solver
bonus2,11,7,12,12,373,328,1.0,0.4559,57,0.1738,0.1528,1539.6,worst_solver
bonus2,11,8,12,12,371,328,1.0,0.3922,50,0.1524,0.1348,1670.0,worst_solver
bonus2,11,9,12,12,418,328,1.0,0.3784,59,0.1799,0.1411,1732.6,worst_solver
bonus2,11,10,12,12,419,328,1.0,0.3788,49,0.1494,0.1169,1525.7,worst_solver
bonus2,11,11,12,12,338,328,1.0,0.3861,101,0.3079,0.2988,1617.4,worst_solver
bonus3,0,0,14,14,336,328,1.0,0.0,309,0.9421,0.9196,4316.9,worst_solver
bonus3,0,2,14,14,350,328,1.0,0.3668,90,0.2744,0.2571,13309.4,worst_solver
bonus3,0,3,14,14,383,328,1.0,0.3668,54,0.1646,0.141,1553.6,worst_solver
bonus3,0,4,14,14,367,328,1.0,0.3858,33,0.1006,0.0899,1729.9,worst_solver
bonus3,0,5,14,14,377,328,1.0,0.3961,26,0.0793,0.069,1432.4,worst_solver
bonus3,0,6,14,14,378,328,1.0,0.4087,23,0.0701,0.0608,1924.0,worst_solver
bonus3,0,7,14,14,376,328,1.0,0.4324,21,0.064,0.0559,1455.6,worst_solver
bonus3,0,8,14,14,397,328,1.0,0.4213,36,0.1098,0.0907,1769.7,worst_solver
bonus3,0,9,14,14,401,328,1.0,0.4247,35,0.1067,0.0873,1990.9,worst_solver
bonus3,0,10,14,14,427,328,1.0,0.4352,35,0.1067,0.082,1691.8,worst_solver
bonus3,0,11,14,14,753,328,1.0,0.4161,125,0.3811,0.166,1595.1,worst_solver
bonus3,0,12,14,14,677,328,1.0,0.449,55,0.1677,0.0812,1884.9,worst_solver
bonus3,0,13,14,14,646,328,1.0,0.4592,154,0.4695,0.2384,1604.3,worst_solver
bonus3,1,0,14,14,380,328,1.0,0.0045,58,0.1768,0.1526,1989.0,worst_solver
bonus3,1,1,14,14,371,328,1.0,0.3549,103,0.314,0.2776,1694.5,worst_solver
bonus3,1,2,14,14,564,328,1.0,0.3514,51,0.1555,0.0904,1667.8,worst_solver
bonus3,1,3,14,14,395,328,1.0,0.4685,43,0.1311,0.1089,1849.8,worst_solver
bonus3,1,4,14,14,375,328,1.0,0.5112,30,0.0915,0.08,1678.1,worst_solver
bonus3,1,5,14,14,402,328,1.0,0.5102,21,0.064,0.0522,2209.9,worst_solver
bonus3,1,6,14,14,463,328,1.0,0.5203,35,0.1067,0.0756,1451.8,worst_solver
bonus3,1,7,14,14,367,328,1.0,0.5597,47,0.1433,0.1281,1812.0,worst_solver
bonus3,1,8,14,14,453,328,1.0,0.5301,41,0.125,0.0905,1853.0,worst_solver
bonus3,1,9,14,14,404,328,1.0,0.5277,31,0.0945,0.0767,1688.9,worst_solver
bonus3,1,10,14,14,402,328,1.0,0.5316,42,0.128,0.1045,1537.6,worst_solver
bonus3,1,11,14,14,543,328,1.0,0.425,76,0.2317,0.14,1679.2,worst_solver
bonus3,1,13,14,14,330,328,1.0,0.4862,111,0.3384,0.3364,1748.0,worst_solver
bonus3,2,0,14,14,362,328,1.0,0.0467,28,0.0854,0.0773,1826.4,worst_solver
bonus3,2,1,14,14,374,328,1.0,0.4044,25,0.0762,0.0668,1953.9,worst_solver
bonus3,2,2,14,14,368,328,1.0,0.4856,33,0.1006,0.0897,2286.5,worst_solver
bonus3,2,3,14,14,398,328,1.0,0.501,25,0.0762,0.0628,1636.1,worst_solver
bonus3,2,4,14,14,356,328,1.0,0.5907,30,0.0915,0.0843,1881.5,worst_solver
bonus3,2,5,14,14,389,328,1.0,0.5851,34,0.1037,0.0874,1562.5,worst_solver
bonus3,2,6,14,14,384,328,1.0,0.6072,67,0.2043,0.1745,1799.9,worst_solver
bonus3,2,8,14,14,371,328,1.0,0.6116,64,0.1951,0.1725,1738.3,worst_solver
bonus3,2,9,14,14,367,328,1.0,0.5993,25,0.0762,0.0681,1914.2,worst_solver
bonus3,2,10,14,14,391,328,1.0,0.5868,28,0.0854,0.0716,1828.9,worst_solver
bonus3,2,11,14,14,626,328,1.0,0.4491,75,0.2287,0.1198,1506.5,worst_solver
bonus3,2,12,14,14,349,328,1.0,0.5235,127,0.3872,0.3639,1988.0,worst_solver
bonus3,3,0,14,14,369,328,1.0,0.0607,20,0.061,0.0542,1835.3,worst_solver
bonus3,3,1,14,14,398,328,1.0,0.4227,26,0.0793,0.0653,2274.8,worst_solver
bonus3,3,2,14,14,402,328,1.0,0.5067,25,0.0762,0.0622,1723.9,worst_solver
bonus3,3,3,14,14,457,328,1.0,0.5086,41,0.125,0.0897,1854.9,worst_solver
bonus3,3,4,14,14,365,328,1.0,0.5857,74,0.2256,0.2027,1699.3,worst_solver
bonus3,3,5,14,14,485,328,1.0,0.5613,56,0.1707,0.1155,1653.0,worst_solver
bonus3,3,6,14,14,497,328,1.0,0.5832,54,0.1646,0.1087,1768.6,worst_solver
bonus3,3,7,14,14,397,328,1.0,0.5991,85,0.2591,0.2141,1851.8,worst_solver
bonus3,3,8,14,14,492,328,1.0,0.5861,32,0.0976,0.065,1706.9,worst_solver
bonus3,3,9,14,14,403,328,1.0,0.5919,32,0.0976,0.0794,2345.1,worst_solver
bonus3,3,10,14,14,403,328,1.0,0.5786,31,0.0945,0.0769,1596.8,worst_solver
bonus3,3,11,14,14,478,328,1.0,0.4993,50,0.1524,0.1046,1542.0,worst_solver
bonus3,3,12,14,14,435,328,1.0,0.4958,66,0.2012,0.1517,1639.0,worst_solver
bonus3,3,13,14,14,384,328,1.0,0.4964,114,0.3476,0.2969,1788.6,worst_solver
bonus3,4,0,14,14,359,328,1.0,0.0704,12,0.0366,0.0334,1868.6,worst_solver
bonus3,4,1,14,14,451,328,1.0,0.4323,31,0.0945,0.0687,1785.6,worst_solver
bonus3,4,2,14,14,353,328,1.0,0.5283,106,0.3232,0.3003,1834.8,worst_solver
bonus3,4,3,14,14,458,328,1.0,0.4942,74,0.2256,0.1616,1785.0,worst_solver
bonus3,4,5,14,14,400,328,1.0,0.618,83,0.253,0.2075,2073.6,worst_solver
bonus3,4,6,14,14,384,328,1.0,0.6602,45,0.1372,0.1172,1634.1,worst_solver
bonus3,4,7,14,14,395,328,1.0,0.6429,29,0.0884,0.0734,1958.0,worst_solver
bonus3,4,8,14,14,385,328,1.0,0.648,23,0.0701,0.0597,1790.7,worst_solver
bonus3,4,9,14,14,393,328,1.0,0.6251,26,0.0793,0.0662,1688.8,worst_solver
